platform,water_depth,weight,installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure,distance_to_coast,risk_to_other_users-complete ,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete,energy_consumption-partial,emissions-complete,emissions-partial,impacts_of_option-complete,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-partial
2.0,97.0,21998.0,1986.0,3.0,10.0,10.0,116.0,186.0,3.0,0.31549521378994283,-0.09335102014859742,1110099.0,816999.0,86998.0,58499.0,0.5008765405653021,0.0,0.0,0.6599271839980019,0.8558443480073171,0.3938178356704477,0.3202739528628683,0.6009128074912518
3.0,112.0,30362.0,1982.0,0.0,9.0,7.0,123.0,206.0,2.0,0.36125024475566514,0.0003099960797684209,1180498.0,895500.0,92000.0,63999.0,0.2624635073134439,0.0,2.0,0.9531143397896853,1.1699725912112873,0.3682505909557724,0.6167038092767354,0.807307138525962
21.0,139.0,15563.0,1977.0,2.0,9.0,25.0,148.0,119.0,1.0,0.1403288485392664,0.12393722728450184,297654.0,530150.0,24278.0,31062.0,0.525887228511695,0.11664992668980786,1.0,0.0,0.32821633484413637,3.0,0.0,0.39981690280852034
23.0,156.0,27647.0,1978.0,2.0,7.0,30.0,168.0,240.0,0.0,-0.42585660553242527,0.18523043984739238,487749.0,570816.0,40417.0,45267.0,0.32049353669283975,0.17719506768441096,0.0,3.0,0.4325092839774559,3.0,1.0,0.7648972954149749
28.0,101.0,18582.0,1981.0,2.0,9.0,18.0,122.09504434536454,232.0,0.0,0.20862279221088864,0.0968294454187674,733080.0,511764.0,59587.0,41171.0,0.4399554897055873,0.253263104516982,-0.08884501814463241,2.0,0.8878687296622758,0.0,2.0,0.7697334678068273
28.0,143.0,17499.0,1984.0,4.0,7.0,20.0,155.0,132.0,2.0,0.20919992333688767,-0.037603817704088216,520002.0,568000.0,41999.0,43999.0,0.5855919520411089,0.05815977717151838,0.6359297852004597,2.0,0.0,2.0,2.0,0.26904387605088287
29.0,116.0,10053.0,1991.0,1.0,2.0,4.0,136.0,282.0,1.0,0.466268208067554,0.009393543465832155,469823.0,433178.0,37164.0,32192.0,0.45534380723660683,0.3034347971236768,0.6200114750294341,1.0055546717884407,0.7508604771068361,0.739312260411866,0.8554153347747374,0.5460794368635148
0.0,97.0,21998.0,1989.0,0.0,6.0,6.0,114.0,189.0,0.0,0.18706350106776048,-0.08645333064745864,1110099.0,817000.0,86999.0,58498.0,0.5723600975454044,0.0,3.0,0.8461400424258018,0.6183066193463647,0.2501978678817127,0.322330135473638,0.8060164488092709
1.0,114.0,30366.0,1985.0,3.0,9.0,10.0,125.0,208.0,1.0,0.2802237336992847,-0.003853794315376108,1180501.0,895499.0,92002.0,64001.0,0.8030964145050816,0.0,0.0,0.679712384006166,1.1002701383258402,0.6723998386436056,0.49979648280827654,0.4039890558346313
18.0,143.0,15560.0,1977.0,0.0,10.0,28.0,147.0,119.0,0.0,0.43607254826515895,0.09179960826103599,297654.0,530146.0,24277.0,31066.0,0.27272479087220286,0.07894258873778959,2.0,0.0,0.6049501197845619,3.0,1.0,0.43440274994072164
26.0,158.0,27648.0,1979.0,3.0,9.0,30.0,168.0,239.0,1.0,0.11062412646085346,0.08347843145875619,487749.0,570819.0,40416.0,45268.0,0.48212556482444446,0.5470257458813271,2.0,2.0,1.1381898461556386,1.0,3.0,0.696389598724486
24.0,105.0,18584.0,1984.0,5.0,10.0,21.0,122.12382212598371,230.0,0.0,0.04154920675892035,-0.15411984506289128,733081.0,511765.0,59586.0,41169.0,0.4900594402450965,0.2396667555860406,0.030191095286918226,0.0,1.011668852966157,2.0,0.0,1.191448487344482
29.0,146.0,17499.0,1983.0,1.0,6.0,19.0,152.0,128.0,0.0,0.08279182907991299,-0.0012718733397394655,520002.0,567999.0,41998.0,44000.0,0.4426107707788815,0.5225881532019341,0.5247110370040385,2.0,1.0,3.0,2.0,0.514167093297949
31.0,114.0,10053.0,1993.0,0.0,5.0,3.0,134.0,283.0,2.0,0.22338576775432972,-0.24267250206341623,469823.0,433181.0,37163.0,32192.0,0.38820331202169267,0.36274787117802954,0.8442757374958164,1.367100451740598,0.792169480960912,0.9459083314240717,1.065552263085133,0.802798755074638
0.0,98.0,21999.0,1990.0,3.0,7.0,8.0,116.0,185.0,3.0,0.46758808792177914,0.20837496067273067,1110099.0,816998.0,87002.0,58500.0,-0.008085182611675124,0.0,0.0,0.6984331667662702,1.1854948257501943,0.632676727562568,0.40715243561218084,0.5052750545536387
0.0,113.0,30362.0,1984.0,2.0,8.0,10.0,125.0,205.0,3.0,0.7227637202985353,-0.1112519745601259,1180500.0,895502.0,92002.0,64000.0,0.7707975915108624,1.0,0.0,1.0023767794960428,0.5303265567591418,0.5185194552667802,0.45359891619404613,0.6004403875271617
19.0,140.0,15562.0,1980.0,4.0,8.0,27.0,148.0,121.0,0.0,-0.006754291219001757,0.2694998022563083,297652.0,530148.0,24277.0,31065.0,0.6225710066273761,0.24557721952967254,0.0,3.0,0.9116990304991709,1.0,0.0,0.528375775000188
23.0,158.0,27649.0,1980.0,2.0,10.0,31.0,164.0,239.0,0.0,0.15904443984190905,0.42373991716906806,487750.0,570816.0,40418.0,45266.0,0.7264183603045795,0.8243223422309924,0.0,1.0,0.8933991500001994,1.0,1.0,0.5844124976443711
24.0,104.0,18584.0,1981.0,5.0,7.0,19.0,122.7280427116287,228.0,2.0,0.30063572188749477,0.29314491741453574,733080.0,511764.0,59590.0,41172.0,0.388222219968998,0.36476069621234813,0.3407500858760038,0.0,1.2892101130545377,3.0,2.0,0.7706695138323555
27.0,143.0,17499.0,1981.0,1.0,10.0,21.0,155.0,130.0,0.0,0.043500881794963475,0.006765262526344407,520000.0,568001.0,42002.0,44001.0,0.592266531541359,0.5543862714659081,0.4738236162185925,2.0,0.0,0.0,0.0,0.23685080138338688
29.0,117.0,10054.0,1994.0,3.0,4.0,7.0,134.0,284.0,0.0,0.11511064543588102,-0.007846730181396394,469821.0,433181.0,37164.0,32190.0,0.8053569497170813,0.11574760762093247,0.7094736556422676,1.1229430004372734,1.252752582584065,0.5155384453497059,1.0553200111715286,0.5362991003282769
3.0,97.0,22002.0,1989.0,1.0,9.0,8.0,112.0,186.0,2.0,0.12560894290240748,0.10761168046513483,1110098.0,816998.0,86998.0,58498.0,0.6807412243728856,0.0,2.0,1.045922201615294,1.0860867700348724,0.6095524860042676,0.4732542076951308,0.6912977091309329
2.0,110.0,30364.0,1981.0,2.0,6.0,11.0,124.0,207.0,2.0,0.049016103625609264,-0.013220026093722997,1180498.0,895500.0,92001.0,64002.0,0.3918885296368226,1.0,3.0,0.5531555001498234,0.8992851264272648,0.6506454119044016,0.29878987075727304,0.5066283089837335
21.0,141.0,15560.0,1980.0,0.0,7.0,26.0,147.0,118.0,0.0,-0.1455571939406398,0.04744571222261061,297656.0,530149.0,24278.0,31063.0,0.7881810182233473,0.712510114203899,0.0,3.0,1.0527806714976218,0.0,3.0,0.47461063185908503
23.0,158.0,27648.0,1978.0,0.0,6.0,33.0,166.0,238.0,0.0,-0.0828886593030849,-0.020925002122039935,487751.0,570818.0,40418.0,45268.0,0.6975998260585818,0.6135791559254645,0.0,3.0,0.5243120261111143,0.0,0.0,0.5379842250777858
27.0,104.0,18584.0,1985.0,4.0,6.0,22.0,122.50167343527553,228.0,2.0,0.13541597014422166,0.5000909697639531,733083.0,511767.0,59587.0,41171.0,0.6953361295309064,0.33270247483213655,0.33448105637978204,0.0,1.266737475171074,0.0,0.0,0.6440320633830066
27.0,142.0,17502.0,1985.0,5.0,6.0,20.0,153.0,129.0,1.0,-0.07169814450331596,0.04262858309490464,520000.0,568001.0,42001.0,43998.0,0.6483170917784309,0.5640407390474412,0.7779074920896388,0.0,3.0,0.0,0.0,0.7509666942295907
30.0,116.0,10055.0,1991.0,3.0,6.0,7.0,138.0,283.0,2.0,0.08311910933496124,-0.08508457003485491,469825.0,433179.0,37163.0,32189.0,0.10041632176794624,0.3236129828932952,0.5898334785437578,0.9924735397984363,0.5821883360479804,0.9098787862707851,1.000062316781508,0.9142807852137314
0.0,100.0,21998.0,1989.0,0.0,7.0,7.0,113.0,188.0,1.0,0.1844891041282583,0.7155286070652259,1110102.0,817000.0,87000.0,58498.0,0.38205753094020156,0.0,0.0,0.8182886312473963,0.78373291217099,0.27376035823274675,0.37635759182762907,0.4699174567220699
3.0,112.0,30362.0,1981.0,1.0,6.0,7.0,123.0,208.0,2.0,0.11980172503899883,0.12274769903565444,1180502.0,895498.0,91998.0,63999.0,0.604350897654802,0.0,3.0,0.27733782601573564,0.35845948462584504,0.7091535041694073,0.3668722579538894,0.3273192281309404
18.0,143.0,15561.0,1977.0,1.0,6.0,24.0,147.0,121.0,1.0,-0.010852386780770731,0.12199633116230262,297655.0,530148.0,24278.0,31063.0,0.48419607932050635,0.5881942724543445,2.0,0.0,0.5722621165135469,3.0,0.0,0.4071360088826604
26.0,155.0,27648.0,1981.0,0.0,6.0,30.0,165.0,242.0,2.0,0.028219446319690797,-0.12019915585737993,487749.0,570816.0,40414.0,45265.0,0.3796006483232294,0.26449004486828803,1.0,1.0,0.7225546977625241,2.0,3.0,0.6287223121454051
27.0,102.0,18585.0,1985.0,5.0,8.0,20.0,122.85426865479292,228.0,2.0,-0.037700484056541,0.2788974935383007,733084.0,511763.0,59587.0,41169.0,0.5263318097339894,0.6330678952125187,-0.11450954384815251,3.0,1.033898574212554,0.0,0.0,0.5643532181430383
28.0,142.0,17501.0,1984.0,2.0,9.0,22.0,155.0,129.0,0.0,0.028766722904257427,0.11712907082282537,520001.0,568002.0,42000.0,43998.0,0.666568989594134,0.29093844184281165,0.6998191391432863,0.0,0.0,0.0,0.0,1.0509900122039184
31.0,116.0,10053.0,1993.0,0.0,6.0,5.0,135.0,280.0,2.0,0.33497387615137136,0.1288740345906619,469824.0,433177.0,37161.0,32193.0,0.5475307140733183,0.6515915843141351,0.7335093453690197,1.0437467519724097,0.6215320618034906,0.6343845801324569,0.9545068359953005,0.7080839457423009
0.0,100.0,21998.0,1986.0,0.0,8.0,9.0,114.0,185.0,1.0,0.6004761825821279,0.29502731850330294,1110098.0,817002.0,87002.0,58499.0,0.4898135751422237,2.0,0.0,1.3850195533472789,0.6317318311769673,0.6034520114109159,0.2872722682144314,0.6698346429246491
4.0,112.0,30365.0,1984.0,0.0,6.0,10.0,123.0,208.0,2.0,0.47436796171952567,0.32602283484937444,1180502.0,895502.0,91999.0,64001.0,0.3840798607936018,1.0,2.0,0.833941649062496,0.7462558323596183,0.26161269049117747,0.41964334461040437,0.6596743895824452
20.0,143.0,15559.0,1978.0,1.0,10.0,27.0,149.0,118.0,0.0,0.30962098093725066,-0.08640681420216405,297652.0,530150.0,24275.0,31066.0,0.48982615190451073,0.3243781768596295,0.0,3.0,0.5382238692051321,3.0,0.0,0.5009693701651505
24.0,157.0,27647.0,1982.0,3.0,8.0,33.0,165.0,240.0,2.0,0.07189329563161824,-0.20526635162247334,487749.0,570820.0,40417.0,45264.0,0.48273567369675674,0.7631001080975042,1.0,0.0,0.8090964564776398,0.0,0.0,0.597862951223968
26.0,105.0,18586.0,1985.0,5.0,6.0,18.0,122.21749872554122,231.0,2.0,0.07126049500866714,0.2441764497371812,733083.0,511766.0,59590.0,41171.0,0.35961099035563593,0.4599154041781718,0.09792343330035944,0.0,1.0762467739066734,2.0,0.0,0.74377476699068
28.0,146.0,17499.0,1984.0,4.0,7.0,20.0,154.0,128.0,0.0,0.1330074344083241,-0.15064028468300977,520000.0,568002.0,41999.0,43999.0,0.5152076617598784,0.32491982700063415,0.9988038913875354,2.0,0.0,0.0,2.0,0.8230461935559538
29.0,114.0,10056.0,1995.0,0.0,4.0,5.0,138.0,283.0,2.0,0.23387257995061567,0.1317098473872561,469824.0,433181.0,37163.0,32192.0,0.9439660095683182,0.28950936480605677,1.0095925360183649,0.7281626922580956,0.57339046104585,0.8902091311918479,0.6353571752631668,0.528379092042118
0.0,98.0,22001.0,1987.0,3.0,8.0,8.0,114.0,187.0,0.0,0.547498844221782,0.1914693220916629,1110099.0,816999.0,87000.0,58499.0,0.34476074616270924,1.0,1.0,0.7278992426780807,0.7535605154270467,0.29045786089402514,0.22483162435024673,0.5580653533093861
0.0,113.0,30366.0,1982.0,1.0,7.0,7.0,121.0,206.0,1.0,0.47439963611211156,0.38919682093646984,1180500.0,895499.0,92001.0,63998.0,0.2792149770221587,0.0,3.0,0.47734912432545434,0.8925203633598484,0.7811057562452157,0.7843450896950201,0.735672413373704
21.0,142.0,15559.0,1980.0,4.0,10.0,28.0,145.0,122.0,0.0,0.33966314006221215,-0.1524167763057488,297655.0,530147.0,24278.0,31062.0,0.7914595985294774,0.19237938906106167,0.0,0.0,1.1420256120508547,3.0,2.0,0.1986279227945007
24.0,155.0,27648.0,1979.0,4.0,7.0,32.0,168.0,242.0,2.0,0.2057249246047848,-0.09221808426442864,487752.0,570816.0,40417.0,45265.0,0.42612268552120325,0.4720932104522635,1.0,2.0,0.8473648731624329,0.0,1.0,0.7090893523476944
25.0,101.0,18583.0,1983.0,3.0,6.0,18.0,122.39950436912412,228.0,0.0,-0.11728357510624551,-0.007288904490735909,733083.0,511764.0,59586.0,41169.0,0.4959017278843907,0.3807821724436206,0.37444137587686394,0.0,0.5770412297415244,0.0,2.0,0.7449859685584851
26.0,145.0,17498.0,1985.0,5.0,7.0,21.0,152.0,132.0,1.0,0.2806440697658984,0.23357805699470569,520002.0,567999.0,41999.0,43998.0,0.4501191638112693,0.44648211601265486,0.5987802757764098,3.0,3.0,0.0,0.0,0.8019295368074165
31.0,115.0,10054.0,1993.0,1.0,6.0,4.0,134.0,284.0,3.0,0.06144146575498112,0.49310255225897776,469825.0,433177.0,37162.0,32190.0,0.417430432838207,0.19271433814154104,1.0005834285739679,0.7423933190334914,0.7676413515652817,1.1061239595639574,1.3078838380150581,0.6466607401241666
0.0,98.0,21999.0,1990.0,2.0,10.0,10.0,114.0,188.0,3.0,0.3288448432464244,-0.23188700508531584,1110101.0,817000.0,87002.0,58502.0,0.39815239382762463,1.0,0.0,0.9932603090001035,0.45638546999254026,0.8433286845185877,0.482253197620708,0.8761813626750261
2.0,110.0,30364.0,1984.0,1.0,10.0,11.0,125.0,209.0,1.0,0.15993202225400704,0.1397191003563374,1180498.0,895501.0,92000.0,64001.0,0.43946312570901436,0.0,2.0,0.6708384013114861,0.871762175643801,0.2978057653736548,0.39025323230989406,1.0889109586965962
21.0,140.0,15561.0,1977.0,1.0,7.0,26.0,148.0,120.0,1.0,0.0502853587661975,0.07472699844378805,297655.0,530149.0,24277.0,31066.0,0.5229919405196042,0.1926285835306857,0.0,3.0,0.9514092905100371,0.0,0.0,0.33815718548772555
26.0,157.0,27648.0,1978.0,0.0,7.0,32.0,167.0,241.0,0.0,-0.22981929701658463,0.06944083215630138,487748.0,570818.0,40418.0,45267.0,1.0363911086183357,0.49709901543204826,1.0,0.0,0.38039778789773,0.0,1.0,0.6918961958806318
28.0,102.0,18586.0,1981.0,1.0,7.0,20.0,122.57867142908161,230.0,1.0,-0.07273349831110182,0.20182102805325788,733082.0,511767.0,59587.0,41168.0,0.5318595504781113,0.30311502673486107,0.3037551886417201,0.0,0.9110748072950067,0.0,2.0,1.0347842057063787
28.0,142.0,17498.0,1985.0,4.0,10.0,22.0,153.0,132.0,0.0,0.14411645880314244,0.12836363066559608,519998.0,568000.0,42000.0,44000.0,0.26213007734489396,0.8213787465537403,0.8729690823732035,0.0,2.0,0.0,2.0,0.611984912053327
29.0,116.0,10053.0,1995.0,3.0,6.0,6.0,135.0,281.0,0.0,0.08430252310527973,0.08242636060923568,469823.0,433181.0,37164.0,32190.0,0.42133665809640797,0.12946027528781745,1.0754998095812018,0.7006185256693063,1.0164602593644951,0.9057137229688537,0.932358299946658,0.4448958519305884
1.0,97.0,22001.0,1990.0,2.0,10.0,7.0,114.0,186.0,2.0,0.38328505683898173,0.48079171899360207,1110102.0,817002.0,86999.0,58501.0,0.49764796260571975,2.0,1.0,0.9089444742819102,0.8371942478847942,0.8317089449919264,0.43534688840180763,0.30689431394337635
1.0,114.0,30365.0,1984.0,0.0,10.0,10.0,123.0,209.0,2.0,0.45244739259265265,0.26894401043725225,1180498.0,895498.0,92000.0,64001.0,0.38782253148292356,2.0,0.0,1.027457119943922,0.7267218237321948,0.719348587786929,0.42503682771465884,0.8220352246170674
19.0,141.0,15559.0,1977.0,2.0,9.0,25.0,148.0,118.0,0.0,0.021158473908354344,-0.49988124273364254,297652.0,530147.0,24277.0,31063.0,0.7366462127341362,0.08216048019735245,1.0,3.0,1.3969741199775028,2.0,2.0,0.4265644926048811
23.0,155.0,27647.0,1981.0,1.0,8.0,34.0,167.0,239.0,0.0,0.25324732111221765,0.05335629029525625,487749.0,570820.0,40418.0,45267.0,0.6294654682868204,1.3884129429098708,2.0,0.0,0.6489758373612152,0.0,1.0,0.8663638901491701
28.0,102.0,18585.0,1984.0,5.0,6.0,22.0,122.41761194713395,231.0,1.0,-0.09067402021923848,0.08136216046358645,733084.0,511765.0,59587.0,41172.0,0.18660909422448912,0.14306660564773208,0.09407623230786336,2.0,1.4390620544122155,0.0,0.0,0.6183771608710453
27.0,142.0,17499.0,1983.0,1.0,10.0,19.0,155.0,129.0,1.0,0.49310616576229294,0.2765446054389677,519998.0,568000.0,42002.0,44000.0,0.23426855071961117,0.30548108551103925,0.8700998618772633,0.0,2.0,1.0,2.0,0.6770164261520881
28.0,115.0,10053.0,1992.0,2.0,2.0,7.0,136.0,283.0,2.0,-0.00011742479225232416,-0.04317634839745091,469823.0,433178.0,37161.0,32190.0,0.5935702478311025,0.2172897354385086,0.6480456079003343,0.8611011513024154,0.7622242938331352,0.4971254720217146,0.784894035154069,0.35888964713902005
0.0,97.0,21998.0,1989.0,0.0,8.0,9.0,116.0,186.0,0.0,0.46667815041596594,0.17118939711643552,1110100.0,816998.0,87002.0,58498.0,0.2214773677281423,0.0,0.0,0.6438400480796606,0.956757061033171,0.6250571201347851,0.24132806792354217,0.5557481190936444
4.0,112.0,30365.0,1984.0,0.0,9.0,7.0,122.0,208.0,2.0,0.5488090502749884,0.3381212601248189,1180502.0,895500.0,91999.0,64002.0,0.5286367006790702,0.0,3.0,0.9230410014234836,0.7445012681293567,0.926838084587407,0.7531979278060733,0.28016205734735494
20.0,140.0,15562.0,1978.0,0.0,7.0,28.0,145.0,120.0,0.0,-0.03226222131775123,-0.29598746032220535,297652.0,530149.0,24277.0,31064.0,0.8707438085594722,-0.015713877984261992,1.0,3.0,0.5950498821897727,0.0,2.0,0.819374280993523
26.0,154.0,27646.0,1979.0,1.0,9.0,31.0,168.0,239.0,2.0,0.25835721065491807,-0.30924394126603505,487751.0,570819.0,40415.0,45264.0,0.13695443508925026,0.6548147156936136,2.0,3.0,0.8267361167972096,0.0,0.0,0.3863489712486078
27.0,103.0,18584.0,1984.0,2.0,9.0,18.0,122.31626646777381,230.0,0.0,0.1878265506406058,-0.09107886070691404,733082.0,511765.0,59589.0,41170.0,0.5428558652299267,0.40913607083892306,0.24871559339409322,3.0,0.8584496476185524,0.0,2.0,1.2965286933266493
26.0,144.0,17500.0,1984.0,5.0,8.0,18.0,155.0,132.0,0.0,0.47396802426707413,0.4072650708258572,519999.0,568002.0,42002.0,43999.0,0.6657544702137548,0.39461893643141116,0.5463054233752047,2.0,0.0,1.0,0.0,0.31726359476264326
29.0,118.0,10056.0,1993.0,0.0,6.0,6.0,137.0,284.0,3.0,0.09664496189135272,0.2623070151355625,469824.0,433179.0,37164.0,32190.0,0.7712881122290066,0.3940842332316731,0.30078593078607485,0.8341864325932911,0.6215660042341636,0.8158459794734733,0.8485348390903595,0.3661738964673704
0.0,98.0,22002.0,1989.0,0.0,6.0,9.0,112.0,189.0,3.0,0.39068913609143824,-0.21364140431658024,1110098.0,817001.0,86999.0,58502.0,0.6507924780661098,0.0,0.0,0.619240647804301,0.6555224423562829,0.3030758137844133,0.6244085460365778,0.8822348451642507
0.0,114.0,30362.0,1981.0,0.0,9.0,9.0,121.0,207.0,3.0,0.032259044022217576,0.039204529307998726,1180499.0,895502.0,92002.0,64000.0,0.2636324043259156,2.0,2.0,1.2588820532012166,0.6605103306519301,0.6772934640998979,0.4664613837668347,0.3677513819688867
22.0,141.0,15559.0,1976.0,1.0,8.0,26.0,147.0,119.0,0.0,0.32731499333493,-0.17371228824269525,297652.0,530150.0,24276.0,31062.0,0.7409465386494789,0.30706052257245126,2.0,1.0,0.7561995639432503,0.0,3.0,0.4492600695467912
26.0,155.0,27647.0,1979.0,1.0,8.0,31.0,167.0,241.0,0.0,0.03325075016931184,0.035652502345057915,487749.0,570818.0,40417.0,45264.0,0.9835492127413297,0.6809119847542539,1.0,2.0,0.6571913867217114,3.0,1.0,0.9361351786495977
28.0,103.0,18584.0,1981.0,4.0,9.0,22.0,122.51856277175546,230.0,0.0,0.025687493311770213,0.03189049700150376,733082.0,511763.0,59590.0,41170.0,0.46036216613211206,0.16580856230847518,0.10630544189448873,1.0,1.0790414722451889,0.0,0.0,0.652121993112173
29.0,146.0,17499.0,1984.0,2.0,10.0,20.0,154.0,132.0,1.0,0.12294667706267275,0.5352437411239395,520001.0,568001.0,42000.0,43999.0,0.31847031391289504,0.5517034002382102,0.8647516681732699,3.0,2.0,2.0,2.0,0.2641417444998836
29.0,117.0,10053.0,1993.0,1.0,4.0,3.0,134.0,284.0,2.0,0.19975504386444767,-0.1629005329784845,469822.0,433179.0,37162.0,32191.0,0.839875763952608,0.2323510504400715,0.9318796104394632,1.0916120546459696,0.7611297503662828,0.6365320536471019,0.7849715155685572,0.3962716425774018
3.0,98.0,21999.0,1986.0,0.0,6.0,7.0,115.0,186.0,3.0,0.3988413639378754,0.20438489303432678,1110102.0,817000.0,87000.0,58500.0,0.6789111201292619,1.0,0.0,0.8777187147381014,0.6910094899997811,0.743435238753453,0.9177906582071866,0.3271134429574711
2.0,110.0,30362.0,1984.0,0.0,7.0,10.0,124.0,209.0,0.0,0.30083066624710364,-0.09300747899480824,1180499.0,895498.0,92000.0,64000.0,0.5158684490583426,0.0,0.0,0.896226260952469,1.09846859793012,0.506360878197118,0.48673432590718213,0.4569903753910749
22.0,139.0,15560.0,1980.0,3.0,9.0,27.0,145.0,118.0,0.0,-0.028185740296523036,0.028285277041869783,297652.0,530150.0,24277.0,31062.0,1.0562996924777988,0.4505189474938741,3.0,0.0,0.9290388156164576,0.0,3.0,0.44770848620606024
26.0,154.0,27647.0,1981.0,4.0,7.0,31.0,167.0,240.0,0.0,0.4880071307006578,-0.1471080522239439,487750.0,570820.0,40417.0,45264.0,0.6013093053388243,0.8492890754035574,0.0,1.0,0.6567553529926204,0.0,0.0,0.5113830364073987
26.0,104.0,18584.0,1984.0,4.0,10.0,22.0,122.3897663886883,230.0,2.0,-0.24413134744743795,0.01743606151558235,733083.0,511763.0,59586.0,41172.0,0.5917547885698241,-0.08352264186672753,-0.2520180029020518,2.0,1.1997083672604276,0.0,2.0,0.38340144476082333
28.0,145.0,17502.0,1981.0,5.0,9.0,21.0,153.0,131.0,2.0,0.17992384182697851,0.271010949003352,519998.0,568000.0,42002.0,44001.0,0.26713313134810146,0.5049919312977523,0.6364411927953234,0.0,2.0,1.0,3.0,0.47817791083681493
29.0,114.0,10054.0,1995.0,0.0,4.0,4.0,136.0,282.0,2.0,-0.05071413969661484,-0.24007689082874878,469825.0,433181.0,37160.0,32189.0,0.4611594529354257,0.8037474884697466,0.6659404052584802,0.918075211450976,0.5144255044439905,0.9058750382158928,0.9841166377204567,0.8072321000536862
1.0,99.0,22002.0,1987.0,1.0,7.0,7.0,115.0,188.0,2.0,0.3927442858323241,0.18212570882785242,1110101.0,816998.0,87000.0,58498.0,0.327050396627099,1.0,1.0,0.5131112570904257,0.9013764784862477,0.6052315296150459,0.4737719123956852,0.4489295069227728
1.0,113.0,30363.0,1985.0,0.0,9.0,11.0,121.0,208.0,0.0,0.48636766196551384,-0.19553360933778122,1180501.0,895499.0,91998.0,63998.0,0.6869779296466509,0.0,3.0,0.7753568300472049,0.8157879821711874,0.23436405116151426,0.5323009951769837,0.8656335000300301
20.0,139.0,15560.0,1978.0,3.0,8.0,24.0,145.0,121.0,0.0,0.06590767748561976,-0.15112271670984775,297653.0,530146.0,24279.0,31065.0,0.7975200199884087,0.29287727863711055,2.0,3.0,1.1571352541536948,0.0,2.0,0.2817069887078865
23.0,154.0,27645.0,1980.0,0.0,10.0,31.0,165.0,240.0,2.0,-0.06820348877978552,-0.15622285022044918,487752.0,570819.0,40416.0,45268.0,0.5339496001756625,0.7389450986709427,0.0,3.0,0.8055203853109769,2.0,3.0,0.9700591927926404
